date,hour,total
9/12 (2011),11 AM,165
9/12 (2011),12 PM,184
9/12 (2011),1 PM,163
9/12 (2011),2 PM,189
9/12 (2011),3 PM,212
9/12 (2011),4 PM,298
9/12 (2011),5 PM,590
9/12 (2011),6 PM,571
9/12 (2011),7 PM,436
9/12 (2011),8 PM,299
9/12 (2011),9 PM,195
9/12 (2011),10 PM,150
9/12 (2011),11 PM,69
9/13 (2011),12 AM,26
9/13 (2011),1 AM,10
9/13 (2011),2 AM,2
9/13 (2011),3 AM,4
9/13 (2011),4 AM,8
9/13 (2011),5 AM,20
9/13 (2011),6 AM,122
9/13 (2011),7 AM,362
9/13 (2011),8 AM,425
9/13 (2011),9 AM,214
9/13 (2011),10 AM,135
9/13 (2011),11 AM,153
9/13 (2011),12 PM,187
9/13 (2011),1 PM,184
9/13 (2011),2 PM,190
9/13 (2011),3 PM,180
9/13 (2011),4 PM,292
9/13 (2011),5 PM,579
9/13 (2011),6 PM,539
9/13 (2011),7 PM,396
9/13 (2011),8 PM,272
9/13 (2011),9 PM,245
9/13 (2011),10 PM,144
9/13 (2011),11 PM,74
9/14 (2011),12 AM,33
9/14 (2011),1 AM,8
9/14 (2011),2 AM,5
9/14 (2011),3 AM,8
9/14 (2011),4 AM,9
9/14 (2011),5 AM,31
9/14 (2011),6 AM,145
9/14 (2011),7 AM,370
9/14 (2011),8 AM,429
9/14 (2011),9 AM,202
9/14 (2011),10 AM,142
9/14 (2011),11 AM,164
9/14 (2011),12 PM,212
9/14 (2011),1 PM,178
9/14 (2011),2 PM,124
9/14 (2011),3 PM,176
9/14 (2011),4 PM,277
9/14 (2011),5 PM,599
9/14 (2011),6 PM,586
9/14 (2011),7 PM,381
9/14 (2011),8 PM,261
9/14 (2011),9 PM,213
9/14 (2011),10 PM,160
9/14 (2011),11 PM,72
9/15 (2011),12 AM,37
9/15 (2011),1 AM,20
9/15 (2011),2 AM,5
9/15 (2011),3 AM,8
9/15 (2011),4 AM,7
9/15 (2011),5 AM,31
9/15 (2011),6 AM,124
9/15 (2011),7 AM,338
9/15 (2011),8 AM,391
9/15 (2011),9 AM,209
9/15 (2011),10 AM,121
9/15 (2011),11 AM,159
9/15 (2011),12 PM,179
9/15 (2011),1 PM,189
9/15 (2011),2 PM,170
9/15 (2011),3 PM,135
9/15 (2011),4 PM,222
9/15 (2011),5 PM,261
9/15 (2011),6 PM,244
9/15 (2011),7 PM,232
9/15 (2011),8 PM,248
9/15 (2011),9 PM,145
9/15 (2011),10 PM,115
9/15 (2011),11 PM,69
9/16 (2011),12 AM,48
9/16 (2011),1 AM,26
9/16 (2011),2 AM,10
9/16 (2011),3 AM,6
9/16 (2011),4 AM,4
9/16 (2011),5 AM,32
9/16 (2011),6 AM,93
9/16 (2011),7 AM,299
9/16 (2011),8 AM,409
9/16 (2011),9 AM,210
9/16 (2011),10 AM,140
9/16 (2011),11 AM,179
9/16 (2011),12 PM,251
9/16 (2011),1 PM,223
9/16 (2011),2 PM,225
9/16 (2011),3 PM,203
9/16 (2011),4 PM,358
9/16 (2011),5 PM,566
9/16 (2011),6 PM,482
9/16 (2011),7 PM,315
9/16 (2011),8 PM,225
9/16 (2011),9 PM,163
9/16 (2011),10 PM,167
9/16 (2011),11 PM,126
9/17 (2011),12 AM,108
9/17 (2011),1 AM,80
9/17 (2011),2 AM,79
9/17 (2011),3 AM,28
9/17 (2011),4 AM,5
9/17 (2011),5 AM,5
9/17 (2011),6 AM,22
9/17 (2011),7 AM,37
9/17 (2011),8 AM,108
9/17 (2011),9 AM,177
9/17 (2011),10 AM,249
9/17 (2011),11 AM,367
9/17 (2011),12 PM,372
9/17 (2011),1 PM,349
9/17 (2011),2 PM,297
9/17 (2011),3 PM,354
9/17 (2011),4 PM,305
9/17 (2011),5 PM,359
9/17 (2011),6 PM,329
9/17 (2011),7 PM,256
9/17 (2011),8 PM,176
9/17 (2011),9 PM,170
9/17 (2011),10 PM,143
9/17 (2011),11 PM,136
9/18 (2011),12 AM,112
9/18 (2011),1 AM,79
9/18 (2011),2 AM,89
9/18 (2011),3 AM,36
9/18 (2011),4 AM,1
9/18 (2011),5 AM,6
9/18 (2011),6 AM,12
9/18 (2011),7 AM,44
9/18 (2011),8 AM,69
9/18 (2011),9 AM,140
9/18 (2011),10 AM,260
9/18 (2011),11 AM,317
9/18 (2011),12 PM,364
9/18 (2011),1 PM,376
9/18 (2011),2 PM,311
9/18 (2011),3 PM,365
9/18 (2011),4 PM,369
9/18 (2011),5 PM,325
9/18 (2011),6 PM,289
9/18 (2011),7 PM,245
9/18 (2011),8 PM,180
9/18 (2011),9 PM,147
9/18 (2011),10 PM,84
9/18 (2011),11 PM,54
9/19 (2011),12 AM,37
9/19 (2011),1 AM,10
9/19 (2011),2 AM,13
9/19 (2011),3 AM,5
9/19 (2011),4 AM,8
9/19 (2011),5 AM,28
9/19 (2011),6 AM,113
9/19 (2011),7 AM,332
9/19 (2011),8 AM,420
9/19 (2011),9 AM,215
9/19 (2011),10 AM,105
9/19 (2011),11 AM,139
9/19 (2011),12 PM,189
9/19 (2011),1 PM,177
9/19 (2011),2 PM,188
9/19 (2011),3 PM,187
9/19 (2011),4 PM,263
9/19 (2011),5 PM,568
9/19 (2011),6 PM,540
9/19 (2011),7 PM,374
9/19 (2011),8 PM,231
9/19 (2011),9 PM,200
9/19 (2011),10 PM,129
9/19 (2011),11 PM,68
9/20 (2011),12 AM,25
9/20 (2011),1 AM,14
9/20 (2011),2 AM,5
9/20 (2011),3 AM,3
9/20 (2011),4 AM,6
9/20 (2011),5 AM,22
9/20 (2011),6 AM,114
9/20 (2011),7 AM,329
9/20 (2011),8 AM,209
9/20 (2011),9 AM,69
9/20 (2011),10 AM,30
9/20 (2011),11 AM,56
9/20 (2011),12 PM,60
9/20 (2011),1 PM,103
9/20 (2011),2 PM,112
9/20 (2011),3 PM,192
9/20 (2011),4 PM,264
9/20 (2011),5 PM,511
9/20 (2011),6 PM,492
9/20 (2011),7 PM,337
9/20 (2011),8 PM,253
9/20 (2011),9 PM,206
9/20 (2011),10 PM,148
9/20 (2011),11 PM,81
9/21 (2011),12 AM,27
9/21 (2011),1 AM,17
9/21 (2011),2 AM,6
9/21 (2011),3 AM,6
9/21 (2011),4 AM,7
9/21 (2011),5 AM,31
9/21 (2011),6 AM,117
9/21 (2011),7 AM,330
9/21 (2011),8 AM,462
9/21 (2011),9 AM,208
9/21 (2011),10 AM,133
9/21 (2011),11 AM,180
9/21 (2011),12 PM,193
9/21 (2011),1 PM,181
9/21 (2011),2 PM,179
9/21 (2011),3 PM,185
9/21 (2011),4 PM,281
9/21 (2011),5 PM,536
9/21 (2011),6 PM,408
9/21 (2011),7 PM,283
9/21 (2011),8 PM,160
9/21 (2011),9 PM,200
9/21 (2011),10 PM,127
9/21 (2011),11 PM,95
9/22 (2011),12 AM,41
9/22 (2011),1 AM,11
9/22 (2011),2 AM,10
9/22 (2011),3 AM,12
9/22 (2011),4 AM,2
9/22 (2011),5 AM,30
9/22 (2011),6 AM,101
9/22 (2011),7 AM,311
9/22 (2011),8 AM,415
9/22 (2011),9 AM,203
9/22 (2011),10 AM,120
9/22 (2011),11 AM,165
9/22 (2011),12 PM,176
9/22 (2011),1 PM,193
9/22 (2011),2 PM,183
9/22 (2011),3 PM,181
9/22 (2011),4 PM,301
9/22 (2011),5 PM,563
9/22 (2011),6 PM,551
9/22 (2011),7 PM,420
9/22 (2011),8 PM,285
9/22 (2011),9 PM,221
9/22 (2011),10 PM,187
9/22 (2011),11 PM,113
9/23 (2011),12 AM,52
9/23 (2011),1 AM,31
9/23 (2011),2 AM,20
9/23 (2011),3 AM,8
9/23 (2011),4 AM,13
9/23 (2011),5 AM,22
9/23 (2011),6 AM,104
9/23 (2011),7 AM,254
9/23 (2011),8 AM,317
9/23 (2011),9 AM,111
9/23 (2011),10 AM,35
9/23 (2011),11 AM,21
9/23 (2011),12 PM,29
9/23 (2011),1 PM,34
9/23 (2011),2 PM,24
9/23 (2011),3 PM,61
9/23 (2011),4 PM,56
9/23 (2011),5 PM,99
9/23 (2011),6 PM,234
9/23 (2011),7 PM,248
9/23 (2011),8 PM,179
9/23 (2011),9 PM,138
9/23 (2011),10 PM,157
9/23 (2011),11 PM,148
9/24 (2011),12 AM,93
9/24 (2011),1 AM,79
9/24 (2011),2 AM,68
9/24 (2011),3 AM,31
9/24 (2011),4 AM,8
9/24 (2011),5 AM,5
9/24 (2011),6 AM,18
9/24 (2011),7 AM,46
9/24 (2011),8 AM,121
9/24 (2011),9 AM,175
9/24 (2011),10 AM,293
9/24 (2011),11 AM,386
9/24 (2011),12 PM,407
9/24 (2011),1 PM,460
9/24 (2011),2 PM,390
9/24 (2011),3 PM,452
9/24 (2011),4 PM,449
9/24 (2011),5 PM,426
9/24 (2011),6 PM,400
9/24 (2011),7 PM,308
9/24 (2011),8 PM,243
9/24 (2011),9 PM,222
9/24 (2011),10 PM,193
9/24 (2011),11 PM,150
9/25 (2011),12 AM,173
9/25 (2011),1 AM,124
9/25 (2011),2 AM,106
9/25 (2011),3 AM,59
9/25 (2011),4 AM,8
9/25 (2011),5 AM,3
9/25 (2011),6 AM,17
9/25 (2011),7 AM,38
9/25 (2011),8 AM,86
9/25 (2011),9 AM,155
9/25 (2011),10 AM,275
9/25 (2011),11 AM,361
9/25 (2011),12 PM,413
9/25 (2011),1 PM,369
9/25 (2011),2 PM,347
9/25 (2011),3 PM,353
9/25 (2011),4 PM,464
9/25 (2011),5 PM,420
9/25 (2011),6 PM,404
9/25 (2011),7 PM,329
9/25 (2011),8 PM,186
9/25 (2011),9 PM,137
9/25 (2011),10 PM,104
9/25 (2011),11 PM,79
9/26 (2011),12 AM,29
9/26 (2011),1 AM,17
9/26 (2011),2 AM,8
9/26 (2011),3 AM,5
9/26 (2011),4 AM,6
9/26 (2011),5 AM,25
9/26 (2011),6 AM,113
9/26 (2011),7 AM,332
9/26 (2011),8 AM,355
9/26 (2011),9 AM,205
9/26 (2011),10 AM,154
9/26 (2011),11 AM,159
9/26 (2011),12 PM,209
9/26 (2011),1 PM,187
9/26 (2011),2 PM,154
9/26 (2011),3 PM,209
9/26 (2011),4 PM,313
9/26 (2011),5 PM,570
9/26 (2011),6 PM,553
9/26 (2011),7 PM,383
9/26 (2011),8 PM,251
9/26 (2011),9 PM,182
9/26 (2011),10 PM,136
9/26 (2011),11 PM,75
9/27 (2011),12 AM,37
9/27 (2011),1 AM,10
9/27 (2011),2 AM,11
9/27 (2011),3 AM,10
9/27 (2011),4 AM,8
9/27 (2011),5 AM,24
9/27 (2011),6 AM,124
9/27 (2011),7 AM,249
9/27 (2011),8 AM,427
9/27 (2011),9 AM,193
9/27 (2011),10 AM,122
9/27 (2011),11 AM,123
9/27 (2011),12 PM,162
9/27 (2011),1 PM,151
9/27 (2011),2 PM,152
9/27 (2011),3 PM,205
9/27 (2011),4 PM,258
9/27 (2011),5 PM,530
9/27 (2011),6 PM,356
9/27 (2011),7 PM,320
9/27 (2011),8 PM,238
9/27 (2011),9 PM,196
9/27 (2011),10 PM,121
9/27 (2011),11 PM,93
9/28 (2011),12 AM,36
9/28 (2011),1 AM,14
9/28 (2011),2 AM,9
9/28 (2011),3 AM,3
9/28 (2011),4 AM,4
9/28 (2011),5 AM,22
9/28 (2011),6 AM,114
9/28 (2011),7 AM,185
9/28 (2011),8 AM,287
9/28 (2011),9 AM,155
9/28 (2011),10 AM,129
9/28 (2011),11 AM,151
9/28 (2011),12 PM,184
9/28 (2011),1 PM,162
9/28 (2011),2 PM,170
9/28 (2011),3 PM,181
9/28 (2011),4 PM,280
9/28 (2011),5 PM,591
9/28 (2011),6 PM,524
9/28 (2011),7 PM,372
9/28 (2011),8 PM,102
9/28 (2011),9 PM,74
9/28 (2011),10 PM,87
9/28 (2011),11 PM,71
9/29 (2011),12 AM,40
9/29 (2011),1 AM,23
9/29 (2011),2 AM,2
9/29 (2011),3 AM,8
9/29 (2011),4 AM,7
9/29 (2011),5 AM,22
9/29 (2011),6 AM,111
9/29 (2011),7 AM,283
9/29 (2011),8 AM,431
9/29 (2011),9 AM,225
9/29 (2011),10 AM,127
9/29 (2011),11 AM,158
9/29 (2011),12 PM,195
9/29 (2011),1 PM,211
9/29 (2011),2 PM,167
9/29 (2011),3 PM,227
9/29 (2011),4 PM,291
9/29 (2011),5 PM,589
9/29 (2011),6 PM,584
9/29 (2011),7 PM,384
9/29 (2011),8 PM,273
9/29 (2011),9 PM,225
9/29 (2011),10 PM,175
9/29 (2011),11 PM,81
9/30 (2011),12 AM,60
9/30 (2011),1 AM,23
9/30 (2011),2 AM,15
9/30 (2011),3 AM,3
9/30 (2011),4 AM,8
9/30 (2011),5 AM,26
9/30 (2011),6 AM,98
9/30 (2011),7 AM,297
9/30 (2011),8 AM,456
9/30 (2011),9 AM,237
9/30 (2011),10 AM,168
9/30 (2011),11 AM,217
9/30 (2011),12 PM,254
9/30 (2011),1 PM,266
9/30 (2011),2 PM,266
9/30 (2011),3 PM,245
9/30 (2011),4 PM,360
9/30 (2011),5 PM,591
9/30 (2011),6 PM,511
9/30 (2011),7 PM,374
9/30 (2011),8 PM,230
9/30 (2011),9 PM,206
9/30 (2011),10 PM,159
9/30 (2011),11 PM,132
